Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDD21,,Regular,0.030421197,Fruits and Vegetables,115.2176,OUT027,1985,Medium,Tier 3,Supermarket Type3,3043.2695
DRH11,,Low Fat,0.132292244,Hard Drinks,54.4614,OUT019,1985,Small,Tier 1,Grocery Store,160.40599
DRE60,9.395,Low Fat,0.15998352300000002,Soft Drinks,225.472,OUT018,2009,Medium,Tier 3,Supermarket Type2,3653.031
FDB10,10.0,Low Fat,0.067152194,Snack Foods,237.25900000000001,OUT013,1987,High,Tier 3,Supermarket Type1,3681.4336
FDH38,6.425,Low Fat,0.010429544,Canned,117.7808,OUT013,1987,High,Tier 3,Supermarket Type1,1724.2042
NCL07,13.85,Low Fat,0.031466218,Others,38.648,OUT018,2009,Medium,Tier 3,Supermarket Type2,404.5304
FDD48,10.395,Low Fat,0.030158689,Baking Goods,113.5176,OUT046,1997,Small,Tier 1,Supermarket Type1,1923.1631
NCT54,,Low Fat,0.118956749,Household,93.4094,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.248
FDF32,,Low Fat,0.06775127,Fruits and Vegetables,198.6426,OUT027,1985,Medium,Tier 3,Supermarket Type3,5111.5264
DRH51,17.6,Low Fat,0.097413734,Dairy,88.0856,OUT045,2002,,Tier 2,Supermarket Type1,1049.0853
DRG03,14.5,Low Fat,0.061974852999999996,Dairy,155.4998,OUT035,2004,Small,Tier 2,Supermarket Type1,2496.333
NCY42,,Low Fat,0.026547707,Household,142.947,OUT019,1985,Small,Tier 1,Grocery Store,342.12604
FDH32,12.8,Low Fat,0.076490264,Fruits and Vegetables,94.941,OUT017,2007,,Tier 2,Supermarket Type1,1519.1311
NCJ06,,Low Fat,0.034484812000000004,Household,120.6782,OUT027,1985,Medium,Tier 3,Supermarket Type3,2619.8745
FDH47,,Regular,0.128192414,Starchy Foods,96.8068,OUT027,1985,Medium,Tier 3,Supermarket Type3,2407.2075
FDZ08,12.5,Regular,0.110440439,Fruits and Vegetables,81.9592,OUT018,2009,Medium,Tier 3,Supermarket Type2,1163.4165
FDK16,9.065,LF,0.115982139,Frozen Foods,95.6094,OUT017,2007,,Tier 2,Supermarket Type1,1465.3586
DRG01,14.8,Low Fat,0.045061095,Soft Drinks,75.867,OUT018,2009,Medium,Tier 3,Supermarket Type2,950.81305
NCM53,,Low Fat,0.051788905,Health and Hygiene,105.12799999999999,OUT027,1985,Medium,Tier 3,Supermarket Type3,2684.8467
NCB07,19.2,Low Fat,0.077492893,Household,197.011,OUT035,2004,Small,Tier 2,Supermarket Type1,2996.881
NCZ06,19.6,Low Fat,0.094143857,Household,253.2698,OUT035,2004,Small,Tier 2,Supermarket Type1,3671.1729
FDU48,18.85,Low Fat,0.05544452,Baking Goods,130.6284,OUT049,1999,Medium,Tier 1,Supermarket Type1,1916.4945
NCB55,,Low Fat,0.159885004,Household,59.2562,OUT027,1985,Medium,Tier 3,Supermarket Type3,1492.3777
FDP15,15.2,Low Fat,0.0,Meat,258.233,OUT013,1987,High,Tier 3,Supermarket Type1,4715.4688
FDF17,5.19,Low Fat,0.042620887,Frozen Foods,196.011,OUT046,1997,Small,Tier 1,Supermarket Type1,3267.388
NCN06,8.39,Low Fat,0.120684607,Household,164.9868,OUT049,1999,Medium,Tier 1,Supermarket Type1,2715.0608
DRM48,15.2,Low Fat,0.11335656300000001,Soft Drinks,38.1848,OUT018,2009,Medium,Tier 3,Supermarket Type2,590.59735
FDH10,21.0,low fat,0.04930501,Snack Foods,191.7478,OUT046,1997,Small,Tier 1,Supermarket Type1,2077.399
FDC60,5.425,Regular,0.114938715,Baking Goods,88.1514,OUT018,2009,Medium,Tier 3,Supermarket Type2,1435.7885
FDE35,7.06,Regular,0.0,Starchy Foods,58.2904,OUT018,2009,Medium,Tier 3,Supermarket Type2,581.36786
DRI23,18.85,Low Fat,0.13708277900000002,Hard Drinks,162.3578,OUT013,1987,High,Tier 3,Supermarket Type1,2448.1758
NCR38,17.25,Low Fat,0.113423999,Household,253.5724,OUT013,1987,High,Tier 3,Supermarket Type1,3753.914
FDP04,15.35,Low Fat,0.01381016,Frozen Foods,62.4168,OUT035,2004,Small,Tier 2,Supermarket Type1,904.46857
NCW17,18.0,Low Fat,0.019425549,Health and Hygiene,130.2994,OUT045,2002,,Tier 2,Supermarket Type1,2096.7344
FDX34,6.195,Low Fat,0.07239271,Snack Foods,122.2098,OUT017,2007,,Tier 2,Supermarket Type1,1919.1567
NCK53,11.6,Low Fat,0.037657459,Health and Hygiene,98.1042,OUT045,2002,,Tier 2,Supermarket Type1,1419.3516
NCO54,19.5,Low Fat,0.023892238,Household,55.7614,OUT010,1998,,Tier 3,Grocery Store,154.42229
NCH55,16.35,Low Fat,0.034672316,Household,127.20200000000001,OUT046,1997,Small,Tier 1,Supermarket Type1,1948.269
FDT44,,Low Fat,0.102487825,Fruits and Vegetables,117.1466,OUT027,1985,Medium,Tier 3,Supermarket Type3,2994.3528
DRG49,7.81,Low Fat,0.067455296,Soft Drinks,242.8486,OUT046,1997,Small,Tier 1,Supermarket Type1,4005.8965
FDX46,12.3,Regular,0.09727553900000001,Snack Foods,57.6562,OUT010,1998,,Tier 3,Grocery Store,157.44063
DRG36,14.15,Low Fat,0.09552650800000001,Soft Drinks,170.6106,OUT049,1999,Medium,Tier 1,Supermarket Type1,2915.9304
FDU37,9.5,reg,0.10467068800000001,Canned,80.99600000000001,OUT049,1999,Medium,Tier 1,Supermarket Type1,1269.07
FDK10,5.785,Regular,0.040421607000000005,Snack Foods,181.666,OUT049,1999,Medium,Tier 1,Supermarket Type1,2690.269
DRF37,,Low Fat,0.083924253,Soft Drinks,261.39099999999996,OUT027,1985,Medium,Tier 3,Supermarket Type3,6037.994
FDC44,15.6,Low Fat,0.17256424899999998,Fruits and Vegetables,112.6518,OUT035,2004,Small,Tier 2,Supermarket Type1,1866.0515
FDP15,15.2,Low Fat,0.083942567,Meat,257.433,OUT046,1997,Small,Tier 1,Supermarket Type1,3767.5933
FDZ27,,Low Fat,0.017073182,Dairy,49.535,OUT027,1985,Medium,Tier 3,Supermarket Type3,1213.1582
FDY22,,Regular,0.279650277,Snack Foods,143.4128,OUT019,1985,Small,Tier 1,Grocery Store,318.10583
DRG51,12.1,Low Fat,0.011537438999999998,Dairy,165.9526,OUT035,2004,Small,Tier 2,Supermarket Type1,2882.7898
FDN58,13.8,Regular,0.05698773099999999,Snack Foods,233.5984,OUT045,2002,,Tier 2,Supermarket Type1,3385.8147
FDW01,14.5,Low Fat,0.064160115,Canned,154.0682,OUT049,1999,Medium,Tier 1,Supermarket Type1,2292.2769
FDX24,8.355,Low Fat,0.0139858,Baking Goods,93.5462,OUT018,2009,Medium,Tier 3,Supermarket Type2,1232.3021
FDO51,6.785,Regular,0.042219953,Meat,42.6112,OUT017,2007,,Tier 2,Supermarket Type1,637.54974
FDJ52,,Low Fat,0.01770073,Frozen Foods,161.5578,OUT027,1985,Medium,Tier 3,Supermarket Type3,3459.2966
NCY06,15.25,Low Fat,0.102410818,Household,129.4968,OUT010,1998,,Tier 3,Grocery Store,323.26056
FDE20,11.35,Regular,0.005553045,Fruits and Vegetables,168.179,OUT018,2009,Medium,Tier 3,Supermarket Type2,2659.2654
FDT23,7.72,Regular,0.125085172,Breads,76.2986,OUT010,1998,,Tier 3,Grocery Store,158.51225
FDQ51,16.0,Regular,0.017551276,Meat,49.1718,OUT046,1997,Small,Tier 1,Supermarket Type1,718.78406
FDE35,7.06,Regular,0.043900398,Starchy Foods,59.9904,OUT046,1997,Small,Tier 1,Supermarket Type1,820.9917
FDB46,10.5,reg,0.09368583800000001,Snack Foods,212.4244,OUT013,1987,High,Tier 3,Supermarket Type1,2859.22
NCG19,20.25,Low Fat,0.147905594,Household,233.1616,OUT035,2004,Small,Tier 2,Supermarket Type1,3408.3484
NCL06,14.65,Low Fat,0.072360203,Household,260.4594,OUT018,2009,Medium,Tier 3,Supermarket Type2,3656.8528
FDT36,,Low Fat,0.0,Baking Goods,34.3874,OUT019,1985,Small,Tier 1,Grocery Store,84.56946
FDC56,7.72,Low Fat,0.121709653,Fruits and Vegetables,121.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2107.124
FDJ26,15.3,Regular,0.084896979,Canned,214.7218,OUT049,1999,Medium,Tier 1,Supermarket Type1,3084.9016
FDZ59,6.63,Regular,0.104609971,Baking Goods,168.35,OUT017,2007,,Tier 2,Supermarket Type1,2451.1853
FDV11,,Regular,0.081272315,Breads,176.3054,OUT027,1985,Medium,Tier 3,Supermarket Type3,4853.3574
FDR13,9.895,Regular,0.048072785,Canned,115.3492,OUT010,1998,,Tier 3,Grocery Store,218.28777
FDI15,13.8,low fat,0.141928373,Dairy,263.6884,OUT018,2009,Medium,Tier 3,Supermarket Type2,3529.1536
FDF47,20.85,Low Fat,0.09801588900000001,Starchy Foods,223.6746,OUT018,2009,Medium,Tier 3,Supermarket Type2,2990.0996
NCB54,,Low Fat,0.087635835,Health and Hygiene,129.4336,OUT019,1985,Small,Tier 1,Grocery Store,293.42993
NCK19,,Low Fat,0.090027556,Others,192.5478,OUT027,1985,Medium,Tier 3,Supermarket Type3,5273.161
FDX16,17.85,Low Fat,0.066182294,Frozen Foods,151.305,OUT017,2007,,Tier 2,Supermarket Type1,2512.652
FDL50,12.15,Regular,0.04239889,Canned,126.1046,OUT045,2002,,Tier 2,Supermarket Type1,1788.0049
NCE31,7.67,Low Fat,0.184808627,Household,35.2216,OUT035,2004,Small,Tier 2,Supermarket Type1,587.30115
DRJ01,6.135,Low Fat,0.115211251,Soft Drinks,161.6236,OUT049,1999,Medium,Tier 1,Supermarket Type1,2180.175
FDE22,9.695,Low Fat,0.029548200000000004,Snack Foods,160.392,OUT013,1987,High,Tier 3,Supermarket Type1,2478.523
FDY20,,Regular,0.14313853,Fruits and Vegetables,89.0488,OUT019,1985,Small,Tier 1,Grocery Store,210.44673
NCO14,9.6,Low Fat,0.029703991000000003,Household,44.6086,OUT045,2002,,Tier 2,Supermarket Type1,646.8246
NCR50,20.2,Low Fat,0.011886946,Household,151.434,OUT017,2007,,Tier 2,Supermarket Type1,2558.2834
DRM47,9.3,Low Fat,0.044033364000000005,Hard Drinks,191.1846,OUT017,2007,,Tier 2,Supermarket Type1,2872.8699
FDO27,6.175,Regular,0.299738981,Meat,96.1752,OUT010,1998,,Tier 3,Grocery Store,202.37596
FDJ20,,Regular,0.09968983699999999,Fruits and Vegetables,124.8388,OUT027,1985,Medium,Tier 3,Supermarket Type3,2702.1536
NCX17,21.25,Low Fat,0.113508894,Health and Hygiene,234.73,OUT013,1987,High,Tier 3,Supermarket Type1,3338.9973
FDG59,15.85,Low Fat,0.043301792,Starchy Foods,36.9164,OUT049,1999,Medium,Tier 1,Supermarket Type1,566.6666
FDD52,18.25,Regular,0.18366660699999998,Dairy,108.65700000000001,OUT045,2002,,Tier 2,Supermarket Type1,1468.3909
FDO48,15.0,Regular,0.026992587999999998,Baking Goods,221.9456,OUT017,2007,,Tier 2,Supermarket Type1,3573.2773
FDC59,,Regular,0.09564815800000001,Starchy Foods,63.7168,OUT019,1985,Small,Tier 1,Grocery Store,153.72792
FDS15,9.195,Regular,0.078378587,Meat,108.0596,OUT018,2009,Medium,Tier 3,Supermarket Type2,1301.0139
FDB47,8.8,Low Fat,0.071415882,Snack Foods,210.5612,OUT035,2004,Small,Tier 2,Supermarket Type1,3521.8484
FDV14,,Low Fat,0.07790933900000001,Dairy,87.1856,OUT019,1985,Small,Tier 1,Grocery Store,177.31241
FDB27,7.575,LF,0.055344027000000004,Dairy,195.3768,OUT013,1987,High,Tier 3,Supermarket Type1,2977.7024
FDA35,14.85,Regular,0.05382738,Baking Goods,124.1072,OUT035,2004,Small,Tier 2,Supermarket Type1,1971.2117
FDN51,17.85,Regular,0.021032156,Meat,261.4936,OUT018,2009,Medium,Tier 3,Supermarket Type2,3292.407
FDO39,,Regular,0.24051168,Meat,181.9608,OUT019,1985,Small,Tier 1,Grocery Store,382.7057
FDB28,6.615,Low Fat,0.09353057099999999,Dairy,197.7426,OUT049,1999,Medium,Tier 1,Supermarket Type1,2787.0044
DRJ25,14.6,Low Fat,0.15056751300000001,Soft Drinks,49.5692,OUT046,1997,Small,Tier 1,Supermarket Type1,798.0486
FDH46,,Regular,0.041082375,Snack Foods,100.5332,OUT027,1985,Medium,Tier 3,Supermarket Type3,2414.5315
FDI10,8.51,Regular,0.078563333,Snack Foods,172.4422,OUT045,2002,,Tier 2,Supermarket Type1,2735.02
FDU21,11.8,Regular,0.077032981,Snack Foods,32.7558,OUT018,2009,Medium,Tier 3,Supermarket Type2,329.88562
FDD09,13.5,Low Fat,0.021529824,Fruits and Vegetables,180.1976,OUT049,1999,Medium,Tier 1,Supermarket Type1,2890.9163
FDD10,20.6,Regular,0.046020687000000005,Snack Foods,179.3344,OUT046,1997,Small,Tier 1,Supermarket Type1,2163.343
FDN31,11.5,Low Fat,0.12198874900000001,Fruits and Vegetables,191.453,OUT010,1998,,Tier 3,Grocery Store,429.46246
FDA46,13.6,Low Fat,0.11811465300000001,Snack Foods,196.4136,OUT018,2009,Medium,Tier 3,Supermarket Type2,2955.3743
FDM56,16.7,LF,0.070191589,Fruits and Vegetables,107.9912,OUT046,1997,Small,Tier 1,Supermarket Type1,1571.396
FDF11,10.195,Regular,0.029511051,Starchy Foods,239.6538,OUT010,1998,,Tier 3,Grocery Store,639.3928
FDS32,17.75,Regular,0.029774711000000002,Fruits and Vegetables,140.0838,OUT018,2009,Medium,Tier 3,Supermarket Type2,1559.4557
NCM06,7.475,Low Fat,0.075664878,Household,152.7656,OUT013,1987,High,Tier 3,Supermarket Type1,2161.0513
FDZ26,11.6,Regular,0.144309477,Dairy,239.5222,OUT045,2002,,Tier 2,Supermarket Type1,3745.304
FDO01,21.1,Regular,0.020701413999999998,Breakfast,130.1994,OUT013,1987,High,Tier 3,Supermarket Type1,2158.5193
FDJ46,11.1,Low Fat,0.044893127000000005,Snack Foods,174.6054,OUT049,1999,Medium,Tier 1,Supermarket Type1,2798.728
FDG26,,Low Fat,0.07467438700000001,Canned,257.83299999999997,OUT019,1985,Small,Tier 1,Grocery Store,527.12665
FDZ38,17.6,Low Fat,0.007999506,Dairy,174.0422,OUT035,2004,Small,Tier 2,Supermarket Type1,3370.7644
NCO55,12.8,Low Fat,0.09096147,Others,105.2938,OUT013,1987,High,Tier 3,Supermarket Type1,1717.819
FDT60,12.0,Low Fat,0.075534025,Baking Goods,123.9388,OUT035,2004,Small,Tier 2,Supermarket Type1,1909.172
FDW37,19.2,Low Fat,0.124243256,Canned,91.6488,OUT049,1999,Medium,Tier 1,Supermarket Type1,1287.1036
NCK42,7.475,LF,0.013173474,Household,214.6192,OUT018,2009,Medium,Tier 3,Supermarket Type2,2622.892
FDA45,21.25,Low Fat,0.15537968,Snack Foods,175.437,OUT046,1997,Small,Tier 1,Supermarket Type1,2017.1378
FDW55,12.6,Regular,0.0,Fruits and Vegetables,250.8092,OUT018,2009,Medium,Tier 3,Supermarket Type2,3433.9126
FDY44,14.15,Regular,0.024542601,Fruits and Vegetables,196.011,OUT017,2007,,Tier 2,Supermarket Type1,3101.624
FDQ31,5.785,Regular,0.054151798,Fruits and Vegetables,85.8856,OUT017,2007,,Tier 2,Supermarket Type1,1395.8721
FDM09,11.15,Regular,0.086065145,Snack Foods,171.179,OUT049,1999,Medium,Tier 1,Supermarket Type1,3021.2864
FDH12,9.6,Low Fat,0.085299728,Baking Goods,105.228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1315.0321
NCQ43,17.75,Low Fat,0.0,Others,109.8912,OUT035,2004,Small,Tier 2,Supermarket Type1,1494.4922
FDT33,7.81,Regular,0.033984229,Snack Foods,166.8158,OUT035,2004,Small,Tier 2,Supermarket Type1,2907.9326
NCT41,15.7,Low Fat,0.056218370999999996,Health and Hygiene,150.3024,OUT018,2009,Medium,Tier 3,Supermarket Type2,2053.2063
DRJ25,14.6,Low Fat,0.252019149,Soft Drinks,50.3692,OUT010,1998,,Tier 3,Grocery Store,112.73392
NCQ41,14.8,Low Fat,0.019480391,Health and Hygiene,196.5794,OUT046,1997,Small,Tier 1,Supermarket Type1,3203.739
NCN17,11.0,Low Fat,0.055024445,Health and Hygiene,100.8358,OUT049,1999,Medium,Tier 1,Supermarket Type1,1511.1857
DRO35,,Low Fat,0.034402947999999996,Hard Drinks,117.7492,OUT027,1985,Medium,Tier 3,Supermarket Type3,2723.369
FDU27,18.6,Regular,0.0,Meat,48.5376,OUT018,2009,Medium,Tier 3,Supermarket Type2,558.62537
FDY43,,Low Fat,0.0,Fruits and Vegetables,169.2474,OUT027,1985,Medium,Tier 3,Supermarket Type3,4047.317
FDG46,8.63,Regular,0.032903434,Snack Foods,115.7518,OUT035,2004,Small,Tier 2,Supermarket Type1,1781.5845
DRL49,13.15,Low Fat,0.056658892,Soft Drinks,143.9812,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.5093
NCB55,15.7,Low Fat,0.16091281,Household,58.0562,OUT049,1999,Medium,Tier 1,Supermarket Type1,717.53455
FDK28,5.695,Low Fat,0.065691881,Frozen Foods,259.4646,OUT049,1999,Medium,Tier 1,Supermarket Type1,3778.651
FDO49,10.6,Regular,0.0,Breakfast,49.4008,OUT045,2002,,Tier 2,Supermarket Type1,693.41223
FDT03,21.25,Low Fat,0.009990441999999999,Meat,182.2608,OUT013,1987,High,Tier 3,Supermarket Type1,2213.9753
FDW33,,Low Fat,0.098640592,Snack Foods,104.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,2769.327
FDR02,16.7,Low Fat,0.022061503,Dairy,110.2886,OUT035,2004,Small,Tier 2,Supermarket Type1,1784.9487
FDF50,4.905,Low Fat,0.11723271099999999,Canned,198.2768,OUT013,1987,High,Tier 3,Supermarket Type1,2828.1926
FDA40,16.0,Regular,0.099675598,Frozen Foods,88.6856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1209.1484
NCT53,5.4,Low Fat,0.0,Health and Hygiene,164.9526,OUT018,2009,Medium,Tier 3,Supermarket Type2,2386.756
FDY60,10.5,Regular,0.026365956,Baking Goods,141.9128,OUT035,2004,Small,Tier 2,Supermarket Type1,2040.757
FDP44,,Regular,0.079327559,Fruits and Vegetables,102.7332,OUT027,1985,Medium,Tier 3,Supermarket Type3,2291.2673
NCQ50,18.75,Low Fat,0.034376923999999996,Household,213.8218,OUT045,2002,,Tier 2,Supermarket Type1,3193.0771
NCC30,16.6,Low Fat,0.027735197000000003,Household,177.9344,OUT017,2007,,Tier 2,Supermarket Type1,2726.7363
FDQ60,6.195,Regular,0.109819987,Baking Goods,120.6098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1945.7653
FDG41,8.84,Regular,0.076562109,Frozen Foods,109.1228,OUT046,1997,Small,Tier 1,Supermarket Type1,1583.5674
FDQ03,15.0,Regular,0.0,Meat,237.0248,OUT046,1997,Small,Tier 1,Supermarket Type1,3679.141
FDM03,12.65,Low Fat,0.123280308,Meat,106.7938,OUT045,2002,,Tier 2,Supermarket Type1,1608.728
FDZ51,11.3,Regular,0.054775045,Meat,93.3094,OUT018,2009,Medium,Tier 3,Supermarket Type2,1264.5471
DRF51,15.75,Low Fat,0.165806866,Dairy,38.7506,OUT035,2004,Small,Tier 2,Supermarket Type1,726.0776
FDF39,14.85,Regular,0.019621652,Dairy,261.491,OUT017,2007,,Tier 2,Supermarket Type1,4285.016
FDW52,14.0,reg,0.037515445,Frozen Foods,163.2526,OUT035,2004,Small,Tier 2,Supermarket Type1,2764.1978
FDY22,16.5,Regular,0.0,Snack Foods,145.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,2272.7437
FDG14,9.0,Regular,0.050458688,Canned,150.1024,OUT013,1987,High,Tier 3,Supermarket Type1,2225.0913
FDA57,18.85,Low Fat,0.039867841,Snack Foods,39.748000000000005,OUT017,2007,,Tier 2,Supermarket Type1,566.87305
FDL45,,Low Fat,0.065986538,Snack Foods,126.6704,OUT019,1985,Small,Tier 1,Grocery Store,312.7334
FDX28,6.325,Low Fat,0.125178121,Frozen Foods,97.5042,OUT046,1997,Small,Tier 1,Supermarket Type1,1408.7645
NCQ54,17.7,Low Fat,0.012531938000000001,Household,169.8474,OUT013,1987,High,Tier 3,Supermarket Type1,2987.2869
FDH40,11.6,Regular,0.079089643,Frozen Foods,80.3276,OUT045,2002,,Tier 2,Supermarket Type1,1208.9287
FDU52,7.56,Low Fat,0.063758802,Frozen Foods,157.363,OUT035,2004,Small,Tier 2,Supermarket Type1,2451.081
FDT60,12.0,Low Fat,0.126452383,Baking Goods,123.6388,OUT010,1998,,Tier 3,Grocery Store,268.912
FDK08,9.195,Regular,0.122552762,Fruits and Vegetables,99.9016,OUT045,2002,,Tier 2,Supermarket Type1,1434.3433
FDN04,11.8,Regular,0.014108958999999999,Frozen Foods,179.4344,OUT049,1999,Medium,Tier 1,Supermarket Type1,2869.7073
FDE50,19.7,Regular,0.01619216,Canned,187.4556,OUT013,1987,High,Tier 3,Supermarket Type1,2858.0908
FDI16,14.0,Regular,0.135986797,Frozen Foods,51.364,OUT049,1999,Medium,Tier 1,Supermarket Type1,766.34924
FDM50,13.0,Regular,0.0,Canned,60.522,OUT049,1999,Medium,Tier 1,Supermarket Type1,829.6464
NCV30,20.2,Low Fat,0.066034594,Household,62.351000000000006,OUT049,1999,Medium,Tier 1,Supermarket Type1,626.94635
FDT44,16.6,Low Fat,0.10290083900000001,Fruits and Vegetables,116.0466,OUT013,1987,High,Tier 3,Supermarket Type1,1913.2477
FDY60,10.5,Regular,0.026348997000000002,Baking Goods,145.3128,OUT013,1987,High,Tier 3,Supermarket Type1,2428.9424
FDT56,16.0,Regular,0.116246247,Fruits and Vegetables,58.9246,OUT017,2007,,Tier 2,Supermarket Type1,828.39166
FDV58,20.85,Low Fat,0.12174429699999999,Snack Foods,194.9452,OUT018,2009,Medium,Tier 3,Supermarket Type2,2362.8633
FDU04,7.93,Low Fat,0.005543818000000001,Frozen Foods,123.2414,OUT013,1987,High,Tier 3,Supermarket Type1,1845.4039
NCN05,,LF,0.01438965,Health and Hygiene,184.795,OUT027,1985,Medium,Tier 3,Supermarket Type3,5091.499
FDI53,8.895,Regular,0.138205661,Frozen Foods,161.6236,OUT018,2009,Medium,Tier 3,Supermarket Type2,2120.8704
FDD34,7.945,Low Fat,0.015876287,Snack Foods,164.12099999999998,OUT046,1997,Small,Tier 1,Supermarket Type1,2447.4163
FDW47,,LF,0.046150653,Breads,123.8414,OUT027,1985,Medium,Tier 3,Supermarket Type3,3443.664
FDT51,,Regular,0.010865916000000002,Meat,111.4544,OUT027,1985,Medium,Tier 3,Supermarket Type3,3039.4014
FDO27,6.175,Regular,0.178928452,Meat,96.2752,OUT013,1987,High,Tier 3,Supermarket Type1,1300.3976
NCQ18,15.75,Low Fat,0.13562303,Household,101.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,1236.1649
NCW05,20.25,Low Fat,0.14794938,Health and Hygiene,109.1938,OUT013,1987,High,Tier 3,Supermarket Type1,1748.3751
FDI15,13.8,Low Fat,0.23659521,Dairy,265.0884,OUT010,1998,,Tier 3,Grocery Store,422.54712
NCH43,8.42,Low Fat,0.118117896,Household,216.9192,OUT010,1998,,Tier 3,Grocery Store,379.66608
FDT40,5.985,Low Fat,0.095944263,Frozen Foods,125.8678,OUT049,1999,Medium,Tier 1,Supermarket Type1,1852.4104
NCG19,20.25,Low Fat,0.148770339,Household,232.3616,OUT017,2007,,Tier 2,Supermarket Type1,3023.172
NCM30,19.1,Low Fat,0.067282681,Household,40.6796,OUT035,2004,Small,Tier 2,Supermarket Type1,634.7109
FDB38,19.5,Regular,0.027501384,Canned,157.99200000000002,OUT017,2007,,Tier 2,Supermarket Type1,2505.8738
FDB22,8.02,Low Fat,0.111440661,Snack Foods,153.8998,OUT046,1997,Small,Tier 1,Supermarket Type1,2139.246
FDC58,10.195,Low Fat,0.041942318,Snack Foods,43.8428,OUT046,1997,Small,Tier 1,Supermarket Type1,649.15955
NCI29,8.6,Low Fat,0.032594398,Health and Hygiene,140.6154,OUT013,1987,High,Tier 3,Supermarket Type1,1866.2645
FDA23,9.8,Low Fat,0.07898142799999999,Baking Goods,100.1016,OUT010,1998,,Tier 3,Grocery Store,238.83829
DRG48,5.78,Low Fat,0.014542953,Soft Drinks,143.9102,OUT013,1987,High,Tier 3,Supermarket Type1,2301.8765
FDV21,11.5,Low Fat,0.17094057399999998,Snack Foods,125.2704,OUT013,1987,High,Tier 3,Supermarket Type1,2143.2937
NCG18,,Low Fat,0.04023134,Household,101.2332,OUT019,1985,Small,Tier 1,Grocery Store,263.88113
FDG40,13.65,Low Fat,0.039905111,Frozen Foods,34.4558,OUT045,2002,,Tier 2,Supermarket Type1,545.17865
FDU24,6.78,Regular,0.140734003,Baking Goods,94.512,OUT018,2009,Medium,Tier 3,Supermarket Type2,1227.6609
FDA22,7.435,Low Fat,0.084583664,Starchy Foods,166.2158,OUT049,1999,Medium,Tier 1,Supermarket Type1,2860.2449
FDY35,17.6,Regular,0.016027681000000002,Breads,46.2402,OUT046,1997,Small,Tier 1,Supermarket Type1,801.764
FDJ15,11.35,Regular,0.023369776000000002,Dairy,182.4608,OUT045,2002,,Tier 2,Supermarket Type1,3453.8518
NCW18,15.1,Low Fat,0.0,Household,236.6248,OUT018,2009,Medium,Tier 3,Supermarket Type2,3095.2153
FDK56,9.695,Low Fat,0.130527569,Fruits and Vegetables,188.9898,OUT018,2009,Medium,Tier 3,Supermarket Type2,2795.2112
FDF44,7.17,Regular,0.059728023,Fruits and Vegetables,132.2968,OUT046,1997,Small,Tier 1,Supermarket Type1,2031.1614
FDP51,13.85,Regular,0.085407568,Meat,119.9124,OUT049,1999,Medium,Tier 1,Supermarket Type1,1973.6499
FDU22,,Low Fat,0.09284476,Snack Foods,116.8124,OUT027,1985,Medium,Tier 3,Supermarket Type3,3026.3616
FDM28,15.7,Low Fat,0.045459545999999997,Frozen Foods,178.266,OUT017,2007,,Tier 2,Supermarket Type1,2673.1064
